url,credibility,description
trendingpolitics.com,low,fake_news
trueviralnews.co,low,fake_news
trumptrainnews.com,low,fake_news
tucsonstandard.com,low,fake_news
tularetimes.com,low,fake_news
tuscaloosaleader.com,low,fake_news
news.unclesamsmisguidedchildren.com,low,fake_news
uncoverdc.com,low,fake_news
uniteamericafirst.com,low,fake_news
upperdeltanews.com,low,fake_news
usbacklash.org,low,fake_news
uslibertywire.clu,low,fake_news
uslibertywire.com,low,fake_news
usaisonline.com,low,fake_news
usasupreme.com,low,fake_news
usanetwork.inf,low,fake_news
usrightleft.co,low,fake_news
ussanews.com,low,fake_news
vdare.com,low,fake_news
verdugosnews.com,low,fake_news
victorvalleytimes.com,low,fake_news
viralcocaine.com,low,fake_news
viralhatch.com,low,fake_news
visiontimes.com,low,fake_news
warnerrobinstoday.com,low,fake_news
fibrohealthnews.com,low,fake_news
thewashingtonpundit.co,low,fake_news
washingtontimes.com,low,fake_news
waterlootimes.com,low,fake_news
waynedupree.com,low,fake_news
wcgeorgianews.com,low,fake_news
wcindiananews.com,low,fake_news
wciowanews.com,low,fake_news
westatlantanews.com,low,fake_news
wethepeopledaily.com,low,fake_news
wcalabamanews.com,low,fake_news
westcentralreporter.com,low,fake_news
westcontracostanews.com,low,fake_news
westcooknews.com,low,fake_news
westdsmnews.com,low,fake_news
westeldoradonews.co,low,fake_news
westflnews.com,low,fake_news
westhillsboroughnews.com,low,fake_news
westindynews.com,low,fake_news
westlatimes.com,low,fake_news
westoctimes.com,low,fake_news
westsbvtimes.com,low,fake_news
westsfvtoday.com,low,fake_news
westsgvnews.com,low,fake_news
westventuranews.com,low,fake_news
westvolusianews.com,low,fake_news
whatregistrater.com/xq28,low,fake_news
wichitastandard.com,low,fake_news
willcountygazette.com,low,fake_news
winecountrytimes.com,low,fake_news
wiregrasstimes.com,low,fake_news
fox8.com,low,fake_news
womenarehuman.com,low,fake_news
facebook.com/WOMENSRIGHTSNEWS,low,fake_news
worldgreynews.com,low,fake_news
wnd.com,low,fake_news
worldstarhiphop.com,low,fake_news
wyandottetimes.com,low,fake_news
news.cn,low,fake_news
xinhuanet.com/english/home.ht,low,fake_news
yavapainews.com,low,fake_news
yellowhammertimes.com,low,fake_news
yaliberty.org,low,fake_news
yc.news,low,fake_news
yournews.com,low,fake_news
yubasuttertimes.com,low,fake_news
z3news.com,low,fake_news
zenith.news,low,fake_news
sharylattkisson.com,low,conspiracy
articles.mercola.com,low,conspiracy
lifesitenews.com,low,conspiracy
